,fnid,country,country_code,admin_1,admin_2,name,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,indicator,value,gscd_code
84,GN1990A20104,Guinea,GN,Boke,Gaoual,Gaoual,Rice,Main,2012,05-01,2012,12-01,none,production,46719.0,reported
85,GN1990A20104,Guinea,GN,Boke,Gaoual,Gaoual,Maize,Main,2012,05-01,2012,12-01,none,production,5614.0,reported
86,GN1990A20104,Guinea,GN,Boke,Gaoual,Gaoual,Maize,Main,2011,05-01,2011,12-01,none,production,5155.0,reported
87,GN1990A20104,Guinea,GN,Boke,Gaoual,Gaoual,Rice,Main,2011,05-01,2011,12-01,none,production,43998.0,reported
88,GN1990A20104,Guinea,GN,Boke,Gaoual,Gaoual,Rice,Main,2010,05-01,2010,12-01,none,production,41436.0,reported
89,GN1990A20104,Guinea,GN,Boke,Gaoual,Gaoual,Maize,Main,2010,05-01,2010,12-01,none,production,4733.0,reported
90,GN1990A20105,Guinea,GN,Boke,Koundara,Koundara,Maize,Main,2015,05-01,2015,12-01,none,production,1240.0,reported
91,GN1990A20105,Guinea,GN,Boke,Koundara,Koundara,Rice,Main,2015,05-01,2015,12-01,none,production,15993.0,reported
92,GN1990A20105,Guinea,GN,Boke,Koundara,Koundara,Rice,Main,2014,05-01,2014,12-01,none,production,15062.0,reported
93,GN1990A20105,Guinea,GN,Boke,Koundara,Koundara,Maize,Main,2014,05-01,2014,12-01,none,production,1139.0,reported
94,GN1990A20105,Guinea,GN,Boke,Koundara,Koundara,Maize,Main,2013,05-01,2013,12-01,none,production,1046.0,reported
95,GN1990A20105,Guinea,GN,Boke,Koundara,Koundara,Rice,Main,2013,05-01,2013,12-01,none,production,14185.0,reported
96,GN1990A20105,Guinea,GN,Boke,Koundara,Koundara,Rice,Main,2012,05-01,2012,12-01,none,production,13358.0,reported
97,GN1990A20105,Guinea,GN,Boke,Koundara,Koundara,Maize,Main,2012,05-01,2012,12-01,none,production,960.0,reported
98,GN1990A20105,Guinea,GN,Boke,Koundara,Koundara,Maize,Main,2011,05-01,2011,12-01,none,production,882.0,reported
99,GN1990A20105,Guinea,GN,Boke,Koundara,Koundara,Rice,Main,2011,05-01,2011,12-01,none,production,12580.0,reported
100,GN1990A20105,Guinea,GN,Boke,Koundara,Koundara,Rice,Main,2010,05-01,2010,12-01,none,production,11848.0,reported
101,GN1990A20105,Guinea,GN,Boke,Koundara,Koundara,Maize,Main,2010,05-01,2010,12-01,none,production,810.0,reported
102,GN1990A20301,Guinea,GN,Faranah,Dabola,Dabola,Rice,Main,2015,05-01,2015,12-01,none,production,35933.0,reported
103,GN1990A20301,Guinea,GN,Faranah,Dabola,Dabola,Maize,Main,2015,05-01,2015,12-01,none,production,22278.0,reported
104,GN1990A20301,Guinea,GN,Faranah,Dabola,Dabola,Rice,Main,2014,05-01,2014,12-01,none,production,33840.0,reported
105,GN1990A20301,Guinea,GN,Faranah,Dabola,Dabola,Maize,Main,2014,05-01,2014,12-01,none,production,20456.0,reported
106,GN1990A20301,Guinea,GN,Faranah,Dabola,Dabola,Rice,Main,2013,05-01,2013,12-01,none,production,31869.0,reported
107,GN1990A20301,Guinea,GN,Faranah,Dabola,Dabola,Maize,Main,2013,05-01,2013,12-01,none,production,18783.0,reported
108,GN1990A20301,Guinea,GN,Faranah,Dabola,Dabola,Maize,Main,2012,05-01,2012,12-01,none,production,17247.0,reported
109,GN1990A20301,Guinea,GN,Faranah,Dabola,Dabola,Rice,Main,2012,05-01,2012,12-01,none,production,30013.0,reported
110,GN1990A20301,Guinea,GN,Faranah,Dabola,Dabola,Maize,Main,2011,05-01,2011,12-01,none,production,15837.0,reported
111,GN1990A20301,Guinea,GN,Faranah,Dabola,Dabola,Rice,Main,2011,05-01,2011,12-01,none,production,28265.0,reported
112,GN1990A20301,Guinea,GN,Faranah,Dabola,Dabola,Maize,Main,2010,05-01,2010,12-01,none,production,14541.0,reported
113,GN1990A20301,Guinea,GN,Faranah,Dabola,Dabola,Rice,Main,2010,05-01,2010,12-01,none,production,26619.0,reported
114,GN1990A20302,Guinea,GN,Faranah,Dinguiraye,Dinguiraye,Maize,Main,2015,05-01,2015,12-01,none,production,73143.0,reported
115,GN1990A20302,Guinea,GN,Faranah,Dinguiraye,Dinguiraye,Rice,Main,2015,05-01,2015,12-01,none,production,53367.0,reported
116,GN1990A20302,Guinea,GN,Faranah,Dinguiraye,Dinguiraye,Rice,Main,2014,05-01,2014,12-01,none,production,50259.0,reported
117,GN1990A20302,Guinea,GN,Faranah,Dinguiraye,Dinguiraye,Maize,Main,2014,05-01,2014,12-01,none,production,67162.0,reported
118,GN1990A20302,Guinea,GN,Faranah,Dinguiraye,Dinguiraye,Rice,Main,2013,05-01,2013,12-01,none,production,47332.0,reported
119,GN1990A20302,Guinea,GN,Faranah,Dinguiraye,Dinguiraye,Maize,Main,2013,05-01,2013,12-01,none,production,61669.0,reported
120,GN1990A20302,Guinea,GN,Faranah,Dinguiraye,Dinguiraye,Rice,Main,2012,05-01,2012,12-01,none,production,44576.0,reported
121,GN1990A20302,Guinea,GN,Faranah,Dinguiraye,Dinguiraye,Maize,Main,2012,05-01,2012,12-01,none,production,56626.0,reported
122,GN1990A20302,Guinea,GN,Faranah,Dinguiraye,Dinguiraye,Maize,Main,2011,05-01,2011,12-01,none,production,51995.0,reported
123,GN1990A20302,Guinea,GN,Faranah,Dinguiraye,Dinguiraye,Rice,Main,2011,05-01,2011,12-01,none,production,41980.0,reported
124,GN1990A20302,Guinea,GN,Faranah,Dinguiraye,Dinguiraye,Maize,Main,2010,05-01,2010,12-01,none,production,47743.0,reported
125,GN1990A20302,Guinea,GN,Faranah,Dinguiraye,Dinguiraye,Rice,Main,2010,05-01,2010,12-01,none,production,39535.0,reported
126,GN1990A20303,Guinea,GN,Faranah,Faranah,Faranah,Maize,Main,2015,05-01,2015,12-01,none,production,4763.0,reported
127,GN1990A20303,Guinea,GN,Faranah,Faranah,Faranah,Rice,Main,2015,05-01,2015,12-01,none,production,73413.0,reported
128,GN1990A20303,Guinea,GN,Faranah,Faranah,Faranah,Rice,Main,2014,05-01,2014,12-01,none,production,69138.0,reported
129,GN1990A20303,Guinea,GN,Faranah,Faranah,Faranah,Maize,Main,2014,05-01,2014,12-01,none,production,4374.0,reported
130,GN1990A20303,Guinea,GN,Faranah,Faranah,Faranah,Maize,Main,2013,05-01,2013,12-01,none,production,4016.0,reported
131,GN1990A20303,Guinea,GN,Faranah,Faranah,Faranah,Rice,Main,2013,05-01,2013,12-01,none,production,65111.0,reported
132,GN1990A20303,Guinea,GN,Faranah,Faranah,Faranah,Rice,Main,2012,05-01,2012,12-01,none,production,61319.0,reported
133,GN1990A20303,Guinea,GN,Faranah,Faranah,Faranah,Maize,Main,2012,05-01,2012,12-01,none,production,3688.0,reported
134,GN1990A20303,Guinea,GN,Faranah,Faranah,Faranah,Maize,Main,2011,05-01,2011,12-01,none,production,3386.0,reported
