,fnid,country,country_code,admin_1,admin_2,name,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,indicator,value,gscd_code
139,ZA1994A108,South Africa,ZA,Mpumalanga,none,Mpumalanga,Wheat,Winter,1983,04-01,1983,11-01,none,yield,1.20925,reported
140,ZA1994A106,South Africa,ZA,North West,none,North West,Wheat,Winter,1983,04-01,1983,11-01,none,yield,1.49203509,reported
141,ZA1994A103,South Africa,ZA,Northern Cape,none,Northern Cape,Wheat,Winter,1983,04-01,1983,11-01,none,yield,1.20495181,reported
142,ZA1994A101,South Africa,ZA,Western Cape,none,Western Cape,Wheat,Winter,1983,04-01,1983,11-01,none,yield,1.32075439,reported
143,ZA1994A107,South Africa,ZA,Gauteng,none,Gauteng,Wheat,Winter,1983,04-01,1983,11-01,none,yield,0.5226,reported
144,ZA1994A102,South Africa,ZA,Eastern Cape,none,Eastern Cape,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),area,121000.0,reported
145,ZA1994A102,South Africa,ZA,Eastern Cape,none,Eastern Cape,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),production,59095.0,reported
146,ZA1994A102,South Africa,ZA,Eastern Cape,none,Eastern Cape,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),yield,0.49,reported
147,ZA1994A101,South Africa,ZA,Western Cape,none,Western Cape,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),area,570000.0,reported
148,ZA1994A101,South Africa,ZA,Western Cape,none,Western Cape,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),production,752830.0,reported
149,ZA1994A101,South Africa,ZA,Western Cape,none,Western Cape,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),yield,1.32,reported
150,ZA1994A104,South Africa,ZA,Free State,none,Free State,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),area,828000.0,reported
151,ZA1994A104,South Africa,ZA,Free State,none,Free State,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),production,692165.0,reported
152,ZA1994A104,South Africa,ZA,Free State,none,Free State,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),yield,0.84,reported
153,ZA1994A108,South Africa,ZA,Mpumalanga,none,Mpumalanga,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),area,40000.0,reported
154,ZA1994A108,South Africa,ZA,Mpumalanga,none,Mpumalanga,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),production,48370.0,reported
155,ZA1994A108,South Africa,ZA,Mpumalanga,none,Mpumalanga,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),yield,1.21,reported
156,ZA1994A103,South Africa,ZA,Northern Cape,none,Northern Cape,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),area,83000.0,reported
157,ZA1994A103,South Africa,ZA,Northern Cape,none,Northern Cape,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),production,100011.0,reported
158,ZA1994A103,South Africa,ZA,Northern Cape,none,Northern Cape,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),yield,1.2,reported
159,ZA1994A109,South Africa,ZA,Limpopo,none,Limpopo,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),area,103000.0,reported
160,ZA1994A109,South Africa,ZA,Limpopo,none,Limpopo,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),production,24825.0,reported
161,ZA1994A109,South Africa,ZA,Limpopo,none,Limpopo,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),yield,0.24,reported
162,ZA1994A105,South Africa,ZA,Kwazulu-Natal,none,Kwazulu-Natal,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),area,2000.0,reported
163,ZA1994A105,South Africa,ZA,Kwazulu-Natal,none,Kwazulu-Natal,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),production,9300.0,reported
164,ZA1994A105,South Africa,ZA,Kwazulu-Natal,none,Kwazulu-Natal,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),yield,4.65,reported
165,ZA1994A107,South Africa,ZA,Gauteng,none,Gauteng,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),area,5000.0,reported
166,ZA1994A107,South Africa,ZA,Gauteng,none,Gauteng,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),production,2613.0,reported
167,ZA1994A107,South Africa,ZA,Gauteng,none,Gauteng,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),yield,0.52,reported
168,ZA1994A106,South Africa,ZA,North West,none,North West,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),area,57000.0,reported
169,ZA1994A106,South Africa,ZA,North West,none,North West,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),production,85046.0,reported
170,ZA1994A106,South Africa,ZA,North West,none,North West,Wheat,Winter,1983,04-01,1983,11-01,Commercial (PS),yield,1.49,reported
171,ZA1994A101,South Africa,ZA,Western Cape,none,Western Cape,Wheat,Winter,1984,04-01,1984,11-01,none,yield,1.12882143,reported
172,ZA1994A105,South Africa,ZA,Kwazulu-Natal,none,Kwazulu-Natal,Wheat,Winter,1984,04-01,1984,11-01,none,yield,4.32034188,reported
173,ZA1994A106,South Africa,ZA,North West,none,North West,Wheat,Winter,1984,04-01,1984,11-01,none,yield,1.85176923,reported
174,ZA1994A102,South Africa,ZA,Eastern Cape,none,Eastern Cape,Wheat,Winter,1984,04-01,1984,11-01,none,yield,0.52110417,reported
175,ZA1994A109,South Africa,ZA,Limpopo,none,Limpopo,Wheat,Winter,1984,04-01,1984,11-01,none,yield,0.901,reported
176,ZA1994A103,South Africa,ZA,Northern Cape,none,Northern Cape,Wheat,Winter,1984,04-01,1984,11-01,none,yield,3.09576087,reported
177,ZA1994A108,South Africa,ZA,Mpumalanga,none,Mpumalanga,Wheat,Winter,1984,04-01,1984,11-01,none,yield,1.56671698,reported
178,ZA1994A104,South Africa,ZA,Free State,none,Free State,Wheat,Winter,1984,04-01,1984,11-01,none,yield,1.19708052,reported
179,ZA1994A107,South Africa,ZA,Gauteng,none,Gauteng,Wheat,Winter,1984,04-01,1984,11-01,none,yield,4.42314286,reported
180,ZA1994A103,South Africa,ZA,Northern Cape,none,Northern Cape,Wheat,Winter,1984,04-01,1984,11-01,Commercial (PS),area,46000.0,reported
181,ZA1994A103,South Africa,ZA,Northern Cape,none,Northern Cape,Wheat,Winter,1984,04-01,1984,11-01,Commercial (PS),production,142405.0,reported
182,ZA1994A103,South Africa,ZA,Northern Cape,none,Northern Cape,Wheat,Winter,1984,04-01,1984,11-01,Commercial (PS),yield,3.1,reported
183,ZA1994A102,South Africa,ZA,Eastern Cape,none,Eastern Cape,Wheat,Winter,1984,04-01,1984,11-01,Commercial (PS),area,96000.0,reported
