,fnid,country,country_code,admin_1,admin_2,name,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,indicator,value,gscd_code,fill_status,missing_status
839,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2011,03-01,2011,06-01,irrigated,production,126000.0,calibrated,data,
842,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2012,03-01,2012,06-01,irrigated,production,83000.0,calibrated,data,
845,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2013,03-01,2013,06-01,irrigated,production,82000.0,calibrated,data,
848,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2014,03-01,2014,06-01,irrigated,production,104000.0,calibrated,data,
851,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2015,03-01,2015,06-01,irrigated,production,89280.0,calibrated,data,
854,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2016,03-01,2016,06-01,irrigated,production,47080.0,calibrated,data,
857,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2017,03-01,2017,06-01,irrigated,production,47528.45781329465,calibrated,data,
860,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2018,03-01,2018,06-01,irrigated,production,95912.0,calibrated,data,
863,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production,99589.0,calibrated,data,
812,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2002,03-01,2002,06-01,irrigated,production_smooth,70603.44922559446,calibrated,data,
815,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2003,03-01,2003,06-01,irrigated,production_smooth,70628.52666485881,calibrated,data,
818,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2004,03-01,2004,06-01,irrigated,production_smooth,70837.62407645136,calibrated,data,
821,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2005,03-01,2005,06-01,irrigated,production_smooth,71509.56398086873,calibrated,data,
824,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2006,03-01,2006,06-01,irrigated,production_smooth,72941.87358295612,calibrated,data,
827,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2007,03-01,2007,06-01,irrigated,production_smooth,75287.2266920633,calibrated,data,
830,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2008,03-01,2008,06-01,irrigated,production_smooth,78408.52748577643,calibrated,data,
833,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2009,03-01,2009,06-01,irrigated,production_smooth,81831.00888147636,calibrated,data,
836,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2010,03-01,2010,06-01,irrigated,production_smooth,84858.64432263217,calibrated,data,
839,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2011,03-01,2011,06-01,irrigated,production_smooth,86822.65881972475,calibrated,data,
842,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2012,03-01,2012,06-01,irrigated,production_smooth,87345.34258471988,calibrated,data,
845,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2013,03-01,2013,06-01,irrigated,production_smooth,86493.15678849125,calibrated,data,
848,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2014,03-01,2014,06-01,irrigated,production_smooth,84757.0852056153,calibrated,data,
851,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2015,03-01,2015,06-01,irrigated,production_smooth,82844.37012282178,calibrated,data,
854,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2016,03-01,2016,06-01,irrigated,production_smooth,81383.34802606236,calibrated,data,
857,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2017,03-01,2017,06-01,irrigated,production_smooth,80660.21107121237,calibrated,data,
860,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2018,03-01,2018,06-01,irrigated,production_smooth,80539.42306312629,calibrated,data,
863,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_smooth,80637.41721884301,calibrated,data,
810,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2002,03-01,2002,06-01,irrigated,area,20000.0,calibrated,data,
813,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2003,03-01,2003,06-01,irrigated,area,31000.0,calibrated,data,
816,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2004,03-01,2004,06-01,irrigated,area,20000.0,calibrated,data,
819,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2005,03-01,2005,06-01,irrigated,area,29000.0,calibrated,data,
822,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2006,03-01,2006,06-01,irrigated,area,23000.0,calibrated,data,
825,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2007,03-01,2007,06-01,irrigated,area,23000.0,calibrated,data,
828,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2008,03-01,2008,06-01,irrigated,area,23000.0,calibrated,data,
831,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2009,03-01,2009,06-01,irrigated,area,27000.0,calibrated,data,
834,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2010,03-01,2010,06-01,irrigated,area,27000.0,calibrated,data,
837,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2011,03-01,2011,06-01,irrigated,area,30000.0,calibrated,data,
840,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2012,03-01,2012,06-01,irrigated,area,26000.0,calibrated,data,
843,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2013,03-01,2013,06-01,irrigated,area,27000.0,calibrated,data,
846,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2014,03-01,2014,06-01,irrigated,area,32000.0,calibrated,data,
849,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2015,03-01,2015,06-01,irrigated,area,32420.0,calibrated,data,
852,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2016,03-01,2016,06-01,irrigated,area,19460.0,calibrated,data,
855,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2017,03-01,2017,06-01,irrigated,area,20389.0,calibrated,data,
858,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2018,03-01,2018,06-01,irrigated,area,31320.0,calibrated,data,
861,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2019,03-01,2019,06-01,irrigated,area,36138.0,calibrated,data,
810,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2002,03-01,2002,06-01,irrigated,area_smooth,24420.917772106834,calibrated,data,
813,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2003,03-01,2003,06-01,irrigated,area_smooth,24459.87891066791,calibrated,data,
816,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2004,03-01,2004,06-01,irrigated,area_smooth,24538.769068456913,calibrated,data,
819,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2005,03-01,2005,06-01,irrigated,area_smooth,24667.140081095185,calibrated,data,
822,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2006,03-01,2006,06-01,irrigated,area_smooth,24866.475741443573,calibrated,data,
825,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2007,03-01,2007,06-01,irrigated,area_smooth,25160.78032014405,calibrated,data,
828,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2008,03-01,2008,06-01,irrigated,area_smooth,25558.430302269368,calibrated,data,
831,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2009,03-01,2009,06-01,irrigated,area_smooth,26035.97649496386,calibrated,data,
834,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2010,03-01,2010,06-01,irrigated,area_smooth,26537.638693407793,calibrated,data,
837,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2011,03-01,2011,06-01,irrigated,area_smooth,26992.99247538567,calibrated,data,
840,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2012,03-01,2012,06-01,irrigated,area_smooth,27345.863249704056,calibrated,data,
843,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2013,03-01,2013,06-01,irrigated,area_smooth,27579.928535339786,calibrated,data,
846,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2014,03-01,2014,06-01,irrigated,area_smooth,27732.38815081613,calibrated,data,
849,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2015,03-01,2015,06-01,irrigated,area_smooth,27877.55219618405,calibrated,data,
852,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2016,03-01,2016,06-01,irrigated,area_smooth,28084.539139862558,calibrated,data,
855,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2017,03-01,2017,06-01,irrigated,area_smooth,28366.2588054967,calibrated,data,
858,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2018,03-01,2018,06-01,irrigated,area_smooth,28656.732949972476,calibrated,data,
861,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2019,03-01,2019,06-01,irrigated,area_smooth,28844.73711268309,calibrated,data,
811,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2002,03-01,2002,06-01,irrigated,yield,2.4,calibrated,data,
814,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2003,03-01,2003,06-01,irrigated,yield,3.645161290322581,calibrated,data,
817,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2004,03-01,2004,06-01,irrigated,yield,2.5,calibrated,data,
820,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2005,03-01,2005,06-01,irrigated,yield,2.586206896551724,calibrated,data,
823,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2006,03-01,2006,06-01,irrigated,yield,2.869565217391304,calibrated,data,
826,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2007,03-01,2007,06-01,irrigated,yield,2.608695652173913,calibrated,data,
829,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2008,03-01,2008,06-01,irrigated,yield,2.6956521739130435,calibrated,data,
832,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2009,03-01,2009,06-01,irrigated,yield,3.185185185185185,calibrated,data,
835,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2010,03-01,2010,06-01,irrigated,yield,3.4814814814814814,calibrated,data,
838,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2011,03-01,2011,06-01,irrigated,yield,4.2,calibrated,data,
841,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2012,03-01,2012,06-01,irrigated,yield,3.1923076923076925,calibrated,data,
844,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2013,03-01,2013,06-01,irrigated,yield,3.037037037037037,calibrated,data,
847,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2014,03-01,2014,06-01,irrigated,yield,3.25,calibrated,data,
850,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2015,03-01,2015,06-01,irrigated,yield,2.753855644663788,calibrated,data,
853,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2016,03-01,2016,06-01,irrigated,yield,2.419321685508736,calibrated,data,
856,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2017,03-01,2017,06-01,irrigated,yield,2.331083320089001,calibrated,data,
859,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2018,03-01,2018,06-01,irrigated,yield,3.062324393358876,calibrated,data,
862,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2019,03-01,2019,06-01,irrigated,yield,2.755797221761027,calibrated,data,
811,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2002,03-01,2002,06-01,irrigated,yield_smooth,2.8128079345698134,calibrated,data,
814,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2003,03-01,2003,06-01,irrigated,yield_smooth,2.8146690642798626,calibrated,data,
817,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2004,03-01,2004,06-01,irrigated,yield_smooth,2.822773616502049,calibrated,data,
820,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2005,03-01,2005,06-01,irrigated,yield_smooth,2.8441775658814077,calibrated,data,
823,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2006,03-01,2006,06-01,irrigated,yield_smooth,2.885317126078828,calibrated,data,
826,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2007,03-01,2007,06-01,irrigated,yield_smooth,2.947690331796492,calibrated,data,
829,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2008,03-01,2008,06-01,irrigated,yield_smooth,3.0247469005844403,calibrated,data,
832,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2009,03-01,2009,06-01,irrigated,yield_smooth,3.1017221396430155,calibrated,data,
835,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2010,03-01,2010,06-01,irrigated,yield_smooth,3.15957175341482,calibrated,data,
838,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2011,03-01,2011,06-01,irrigated,yield_smooth,3.1818275843587975,calibrated,data,
841,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2012,03-01,2012,06-01,irrigated,yield_smooth,3.1610406899144206,calibrated,data,
844,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2013,03-01,2013,06-01,irrigated,yield_smooth,3.10177360842689,calibrated,data,
847,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2014,03-01,2014,06-01,irrigated,yield_smooth,3.01867617361082,calibrated,data,
850,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2015,03-01,2015,06-01,irrigated,yield_smooth,2.930621055494306,calibrated,data,
853,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2016,03-01,2016,06-01,irrigated,yield_smooth,2.8540531471930564,calibrated,data,
856,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2017,03-01,2017,06-01,irrigated,yield_smooth,2.7982505927270656,calibrated,data,
859,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2018,03-01,2018,06-01,irrigated,yield_smooth,2.764534913910258,calibrated,data,
862,AF2017A103,Afghanistan,AF,Parwan,,Parwan,Wheat,Spring,2019,03-01,2019,06-01,irrigated,yield_smooth,2.749420693359049,calibrated,data,
866,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2002,03-01,2002,06-01,irrigated,production,0.0,calibrated,data,
869,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2003,03-01,2003,06-01,irrigated,production,0.0,calibrated,data,
872,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2004,03-01,2004,06-01,irrigated,production,432000.0,calibrated,data,
875,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2005,03-01,2005,06-01,irrigated,production,0.0,calibrated,data,
878,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2006,03-01,2006,06-01,irrigated,production,18000.0,calibrated,data,
881,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2007,03-01,2007,06-01,irrigated,production,16000.0,calibrated,data,
884,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2008,03-01,2008,06-01,irrigated,production,11000.0,calibrated,data,
887,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2009,03-01,2009,06-01,irrigated,production,21000.0,calibrated,data,
890,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2010,03-01,2010,06-01,irrigated,production,21000.0,calibrated,data,
893,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2011,03-01,2011,06-01,irrigated,production,23000.0,calibrated,data,
896,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2012,03-01,2012,06-01,irrigated,production,22000.0,calibrated,data,
899,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2013,03-01,2013,06-01,irrigated,production,23000.0,calibrated,data,
902,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2014,03-01,2014,06-01,irrigated,production,13000.0,calibrated,data,
905,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2015,03-01,2015,06-01,irrigated,production,10500.0,calibrated,data,
908,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2016,03-01,2016,06-01,irrigated,production,10340.0,calibrated,data,
911,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2017,03-01,2017,06-01,irrigated,production,8996.400000000001,calibrated,data,
914,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2018,03-01,2018,06-01,irrigated,production,12820.0,calibrated,data,
917,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production,17142.0,calibrated,data,
866,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2002,03-01,2002,06-01,irrigated,production_smooth,83980.2585362657,calibrated,data,
869,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2003,03-01,2003,06-01,irrigated,production_smooth,81902.05353323306,calibrated,data,
872,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2004,03-01,2004,06-01,irrigated,production_smooth,77234.38825021693,calibrated,data,
875,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2005,03-01,2005,06-01,irrigated,production_smooth,69641.74051364679,calibrated,data,
878,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2006,03-01,2006,06-01,irrigated,production_smooth,59667.06190829515,calibrated,data,
881,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2007,03-01,2007,06-01,irrigated,production_smooth,48781.230904728065,calibrated,data,
884,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2008,03-01,2008,06-01,irrigated,production_smooth,38739.251564993516,calibrated,data,
887,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2009,03-01,2009,06-01,irrigated,production_smooth,30778.657563168956,calibrated,data,
890,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2010,03-01,2010,06-01,irrigated,production_smooth,25224.624814313036,calibrated,data,
893,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2011,03-01,2011,06-01,irrigated,production_smooth,21645.93732256797,calibrated,data,
896,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2012,03-01,2012,06-01,irrigated,production_smooth,19305.61173156235,calibrated,data,
899,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2013,03-01,2013,06-01,irrigated,production_smooth,17597.94237875225,calibrated,data,
902,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2014,03-01,2014,06-01,irrigated,production_smooth,16188.190185327356,calibrated,data,
905,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2015,03-01,2015,06-01,irrigated,production_smooth,15013.722435439095,calibrated,data,
908,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2016,03-01,2016,06-01,irrigated,production_smooth,14125.909819077966,calibrated,data,
911,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2017,03-01,2017,06-01,irrigated,production_smooth,13552.545102979904,calibrated,data,
914,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2018,03-01,2018,06-01,irrigated,production_smooth,13263.968313739502,calibrated,data,
917,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2019,03-01,2019,06-01,irrigated,production_smooth,13155.305121692445,calibrated,data,
864,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2002,03-01,2002,06-01,irrigated,area,0.0,calibrated,data,
867,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2003,03-01,2003,06-01,irrigated,area,0.0,calibrated,data,
870,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2004,03-01,2004,06-01,irrigated,area,0.0,calibrated,data,
873,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2005,03-01,2005,06-01,irrigated,area,0.0,calibrated,data,
876,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2006,03-01,2006,06-01,irrigated,area,6000.0,calibrated,data,
879,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2007,03-01,2007,06-01,irrigated,area,6000.0,calibrated,data,
882,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2008,03-01,2008,06-01,irrigated,area,5000.0,calibrated,data,
885,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2009,03-01,2009,06-01,irrigated,area,7000.0,calibrated,data,
888,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2010,03-01,2010,06-01,irrigated,area,7000.0,calibrated,data,
891,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2011,03-01,2011,06-01,irrigated,area,7000.0,calibrated,data,
894,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2012,03-01,2012,06-01,irrigated,area,7000.0,calibrated,data,
897,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2013,03-01,2013,06-01,irrigated,area,7000.0,calibrated,data,
900,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2014,03-01,2014,06-01,irrigated,area,6000.0,calibrated,data,
903,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2015,03-01,2015,06-01,irrigated,area,6080.0,calibrated,data,
906,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2016,03-01,2016,06-01,irrigated,area,5070.0,calibrated,data,
909,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2017,03-01,2017,06-01,irrigated,area,4410.0,calibrated,data,
912,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2018,03-01,2018,06-01,irrigated,area,6410.0,calibrated,data,
915,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2019,03-01,2019,06-01,irrigated,area,7591.0,calibrated,data,
864,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2002,03-01,2002,06-01,irrigated,area_smooth,1112.696475918017,calibrated,data,
867,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2003,03-01,2003,06-01,irrigated,area_smooth,1401.5135690549987,calibrated,data,
870,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2004,03-01,2004,06-01,irrigated,area_smooth,1944.388893572138,calibrated,data,
873,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2005,03-01,2005,06-01,irrigated,area_smooth,2674.237256837416,calibrated,data,
876,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2006,03-01,2006,06-01,irrigated,area_smooth,3500.162219844796,calibrated,data,
879,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2007,03-01,2007,06-01,irrigated,area_smooth,4323.434938639888,calibrated,data,
882,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2008,03-01,2008,06-01,irrigated,area_smooth,5057.027762070698,calibrated,data,
885,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2009,03-01,2009,06-01,irrigated,area_smooth,5640.646947758419,calibrated,data,
888,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2010,03-01,2010,06-01,irrigated,area_smooth,6046.617754032693,calibrated,data,
891,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2011,03-01,2011,06-01,irrigated,area_smooth,6277.304656910274,calibrated,data,
894,AF2017A108,Afghanistan,AF,Panjsher,,Panjsher,Wheat,Spring,2012,03-01,2012,06-01,irrigated,area_smooth,6358.495396768931,calibrated,data,
