,fnid,country,country_code,admin_1,admin_2,name,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,indicator,value,QC_flag,year,minRe
3869,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Gu,2016,3,2016,8,agro_pastoral,yield,0.12, ,2016, 
3870,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Gu,2017,3,2017,8,agro_pastoral,area,250.0, ,2017, 
3871,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Gu,2017,3,2017,8,agro_pastoral,production,30.0, ,2017, 
3872,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Gu,2017,3,2017,8,agro_pastoral,yield,0.12, ,2017, 
3873,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Gu,2018,3,2018,8,agro_pastoral,area,300.0, ,2018, 
3874,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Gu,2018,3,2018,8,agro_pastoral,production,24.0, ,2018, 
3875,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Gu,2018,3,2018,8,agro_pastoral,yield,0.08, ,2018, 
3876,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Gu,2012,3,2012,8,none,area,500.0, ,2012, 
3877,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Gu,2012,3,2012,8,none,production,75.0, ,2012, 
3878,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Gu,2012,3,2012,8,none,yield,0.15, ,2012, 
3879,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2010,10,2011,3,agro_pastoral,area,850.0, ,2011, 
3880,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2010,10,2011,3,agro_pastoral,production,262.5, ,2011, 
3881,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2010,10,2011,3,agro_pastoral,yield,0.3088235294117647, ,2011, 
3882,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2011,10,2012,3,agro_pastoral,area,500.0, ,2012, 
3883,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2011,10,2012,3,agro_pastoral,production,120.0, ,2012, 
3884,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2011,10,2012,3,agro_pastoral,yield,0.24, ,2012, 
3885,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2012,10,2013,3,agro_pastoral,area,600.0, ,2013, 
3886,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2012,10,2013,3,agro_pastoral,production,150.0, ,2013, 
3887,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2012,10,2013,3,agro_pastoral,yield,0.25, ,2013, 
3888,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2013,10,2014,3,agro_pastoral,area,600.0, ,2014, 
3889,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2013,10,2014,3,agro_pastoral,production,150.0, ,2014, 
3890,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2013,10,2014,3,agro_pastoral,yield,0.25, ,2014, 
3891,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2014,10,2015,3,agro_pastoral,area,500.0, ,2015, 
3892,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2014,10,2015,3,agro_pastoral,production,10.0, ,2015, 
3893,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2014,10,2015,3,agro_pastoral,yield,0.02, ,2015, 
3894,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2016,10,2017,3,agro_pastoral,area,500.0, ,2017, 
3895,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2016,10,2017,3,agro_pastoral,production,50.0, ,2017, 
3896,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2016,10,2017,3,agro_pastoral,yield,0.1, ,2017, 
3897,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Gu,2019,3,2019,8,agro_pastoral,area,320.0, ,2019, 
3898,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Gu,2019,3,2019,8,agro_pastoral,production,9.6, ,2019, 
3899,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Gu,2019,3,2019,8,agro_pastoral,yield,0.03, ,2019, 
3900,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Gu,1996,3,1996,8,none,area,1500.0, ,1996, 
3901,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Gu,1996,3,1996,8,none,production,300.0, ,1996, 
3902,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Gu,1996,3,1996,8,none,yield,0.2, ,1996, 
3903,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Gu,1997,3,1997,8,none,area,600.0, ,1997, 
3904,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Gu,1997,3,1997,8,none,production,150.0, ,1997, 
3905,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Gu,1997,3,1997,8,none,yield,0.25, ,1997, 
3906,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Deyr,1994,10,1995,3,none,area,200.0, ,1995, 
3907,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Deyr,1994,10,1995,3,none,production,30.0, ,1995, 
3908,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Deyr,1994,10,1995,3,none,yield,0.15, ,1995, 
3909,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Deyr,1995,10,1996,3,none,area,650.0, ,1996, 
3910,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Deyr,1995,10,1996,3,none,production,143.0, ,1996, 
3911,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Deyr,1995,10,1996,3,none,yield,0.22, ,1996, 
3912,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Gu,2021,3,2021,8,agro_pastoral,area,2200.0, ,2021, 
3913,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Gu,2021,3,2021,8,agro_pastoral,production,154.0, ,2021, 
3914,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Gu,2021,3,2021,8,agro_pastoral,yield,0.07, ,2021, 
3915,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Gu,1995,3,1995,8,none,area,4788.0, ,1995, 
3916,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Gu,1995,3,1995,8,none,production,1459.0, ,1995, 
3917,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Gu,1995,3,1995,8,none,yield,0.3047201336675021, ,1995, 
3918,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Gu,1996,3,1996,8,none,area,5500.0, ,1996, 
3919,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Gu,1996,3,1996,8,none,production,1418.0, ,1996, 
3920,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Gu,1996,3,1996,8,none,yield,0.2578181818181818, ,1996, 
3921,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Gu,1997,3,1997,8,none,area,2720.0, ,1997, 
3922,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Gu,1997,3,1997,8,none,production,701.0, ,1997, 
3923,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Gu,1997,3,1997,8,none,yield,0.2577205882352941, ,1997, 
3924,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Deyr,1993,10,1994,3,none,area,1000.0, ,1994, 
3925,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Deyr,1993,10,1994,3,none,production,200.0, ,1994, 
3926,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Deyr,1993,10,1994,3,none,yield,0.2, ,1994, 
3927,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Deyr,1994,10,1995,3,none,area,1556.0998613, ,1995, 
3928,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Deyr,1994,10,1995,3,none,production,158.0, ,1995, 
3929,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Deyr,1994,10,1995,3,none,yield,0.1015359000597836, ,1995, 
3930,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Deyr,1995,10,1996,3,none,area,4800.0, ,1996, 
3931,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Deyr,1995,10,1996,3,none,production,665.0, ,1996, 
3932,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Deyr,1995,10,1996,3,none,yield,0.1385416666666666, ,1996, 
3933,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Deyr,2018,10,2019,3,agro_pastoral,area,4000.0, ,2019, 
3934,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Deyr,2018,10,2019,3,agro_pastoral,production,1018.5, ,2019, 
3935,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Deyr,2018,10,2019,3,agro_pastoral,yield,0.254625, ,2019, 
3936,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Gu,2014,3,2014,8,agro_pastoral,area,590.0, ,2014, 
3937,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Gu,2014,3,2014,8,agro_pastoral,production,106.0, ,2014, 
3938,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Gu,2014,3,2014,8,agro_pastoral,yield,0.1796610169491525, ,2014, 
3939,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Deyr,2020,10,2021,3,agro_pastoral,area,3600.0, ,2021, 
3940,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Deyr,2020,10,2021,3,agro_pastoral,production,140.0, ,2021, 
3941,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Sorghum,Deyr,2020,10,2021,3,agro_pastoral,yield,0.0388888888888888, ,2021, 
3942,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2020,10,2021,3,agro_pastoral,area,320.0, ,2021, 
3943,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2020,10,2021,3,agro_pastoral,production,15.0, ,2021, 
3944,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Cowpea,Deyr,2020,10,2021,3,agro_pastoral,yield,0.046875, ,2021, 
3945,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Gu,2021,3,2021,8,agro_pastoral,area,400.0, ,2021, 
3946,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Gu,2021,3,2021,8,agro_pastoral,production,8.0, ,2021, 
3947,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Gu,2021,3,2021,8,agro_pastoral,yield,0.02, ,2021, 
3948,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Deyr,2009,10,2010,3,agro_pastoral,area,680.0, ,2010, 
3949,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Deyr,2009,10,2010,3,agro_pastoral,production,325.0, ,2010, 
3950,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Deyr,2009,10,2010,3,agro_pastoral,yield,0.4779411764705882, ,2010, 
3951,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Deyr,2018,10,2019,3,agro_pastoral,area,100.0, ,2019, 
3952,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Deyr,2018,10,2019,3,agro_pastoral,production,20.0, ,2019, 
3953,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Deyr,2018,10,2019,3,agro_pastoral,yield,0.2, ,2019, 
3954,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Deyr,2020,10,2021,3,agro_pastoral,area,400.0, ,2021, 
3955,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Deyr,2020,10,2021,3,agro_pastoral,production,5.0, ,2021, 
3956,SO1990A22501,Somalia,SO,Bakool,Xudur,Xudur,Maize,Deyr,2020,10,2021,3,agro_pastoral,yield,0.0125, ,2021, 
3957,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2012,3,2012,8,agro_pastoral,area,700.0, ,2012, 
3958,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2012,3,2012,8,agro_pastoral,production,30.0, ,2012, 
3959,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2012,3,2012,8,agro_pastoral,yield,0.0428571428571428, ,2012, 
3960,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2013,3,2013,8,agro_pastoral,area,600.0, ,2013, 
3961,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2013,3,2013,8,agro_pastoral,production,80.0, ,2013, 
3962,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2013,3,2013,8,agro_pastoral,yield,0.1333333333333333, ,2013, 
3963,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2014,3,2014,8,agro_pastoral,area,430.0, ,2014, 
3964,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2014,3,2014,8,agro_pastoral,production,43.5, ,2014, 
3965,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2014,3,2014,8,agro_pastoral,yield,0.1011627906976744, ,2014, 
3966,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2015,3,2015,8,agro_pastoral,area,250.0, ,2015, 
3967,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2015,3,2015,8,agro_pastoral,production,50.0, ,2015, 
3968,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2015,3,2015,8,agro_pastoral,yield,0.2, ,2015, 
3969,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2016,3,2016,8,agro_pastoral,area,300.0, ,2016, 
3970,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2016,3,2016,8,agro_pastoral,production,18.0, ,2016, 
3971,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2016,3,2016,8,agro_pastoral,yield,0.06, ,2016, 
3972,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2017,3,2017,8,agro_pastoral,area,300.0, ,2017, 
3973,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2017,3,2017,8,agro_pastoral,production,18.0, ,2017, 
3974,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2017,3,2017,8,agro_pastoral,yield,0.06, ,2017, 
3975,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2018,3,2018,8,agro_pastoral,area,300.0, ,2018, 
3976,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2018,3,2018,8,agro_pastoral,production,42.0, ,2018, 
3977,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2018,3,2018,8,agro_pastoral,yield,0.14, ,2018, 
3978,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2019,3,2019,8,agro_pastoral,area,350.0, ,2019, 
3979,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2019,3,2019,8,agro_pastoral,production,7.0, ,2019, 
3980,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2019,3,2019,8,agro_pastoral,yield,0.02, ,2019, 
3981,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2020,3,2020,8,agro_pastoral,area,320.0, ,2020, 
3982,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2020,3,2020,8,agro_pastoral,production,24.0, ,2020, 
3983,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2020,3,2020,8,agro_pastoral,yield,0.075, ,2020, 
3984,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,1999,3,1999,8,none,area,200.0, ,1999, 
3985,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,1999,3,1999,8,none,production,10.0, ,1999, 
3986,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,1999,3,1999,8,none,yield,0.05, ,1999, 
3987,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2000,3,2000,8,none,area,700.0, ,2000, 
3988,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2000,3,2000,8,none,production,140.0, ,2000, 
3989,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2000,3,2000,8,none,yield,0.2, ,2000, 
3990,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2001,3,2001,8,none,area,150.0, ,2001, 
3991,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2001,3,2001,8,none,production,23.0, ,2001, 
3992,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2001,3,2001,8,none,yield,0.1533333333333333, ,2001, 
3993,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2002,3,2002,8,none,area,100.0, ,2002, 
3994,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2002,3,2002,8,none,production,15.0, ,2002, 
3995,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2002,3,2002,8,none,yield,0.15, ,2002, 
3996,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2003,3,2003,8,none,area,965.0, ,2003, 
3997,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2003,3,2003,8,none,production,19.3, ,2003, 
3998,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2003,3,2003,8,none,yield,0.02, ,2003, 
3999,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2004,3,2004,8,none,area,120.0, ,2004, 
4000,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2004,3,2004,8,none,production,7.0, ,2004, 
4001,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2004,3,2004,8,none,yield,0.0583333333333333, ,2004, 
4002,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2005,3,2005,8,none,area,490.0, ,2005, 
4003,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2005,3,2005,8,none,production,74.0, ,2005, 
4004,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2005,3,2005,8,none,yield,0.1510204081632653, ,2005, 
4005,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2006,3,2006,8,none,area,400.0, ,2006, 
4006,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2006,3,2006,8,none,production,80.0, ,2006, 
4007,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2006,3,2006,8,none,yield,0.2, ,2006, 
4008,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2008,3,2008,8,none,area,50.0, ,2008, 
4009,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2008,3,2008,8,none,production,3.0, ,2008, 
4010,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2008,3,2008,8,none,yield,0.06, ,2008, 
4011,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2009,3,2009,8,none,area,315.0, ,2009, 
4012,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2009,3,2009,8,none,production,22.05, ,2009, 
4013,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2009,3,2009,8,none,yield,0.07, ,2009, 
4014,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2010,3,2010,8,none,area,630.0, ,2010, 
4015,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2010,3,2010,8,none,production,189.0, ,2010, 
4016,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2010,3,2010,8,none,yield,0.3, ,2010, 
4017,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2011,3,2011,8,none,area,1240.0, ,2011, 
4018,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2011,3,2011,8,none,production,29.76, ,2011, 
4019,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Gu,2011,3,2011,8,none,yield,0.024, ,2011, 
4020,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2010,10,2011,3,agro_pastoral,area,800.0, ,2011, 
4021,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2010,10,2011,3,agro_pastoral,production,400.0, ,2011, 
4022,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2010,10,2011,3,agro_pastoral,yield,0.5, ,2011, 
4023,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2011,10,2012,3,agro_pastoral,area,800.0, ,2012, 
4024,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2011,10,2012,3,agro_pastoral,production,135.0, ,2012, 
4025,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2011,10,2012,3,agro_pastoral,yield,0.16875, ,2012, 
4026,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2012,10,2013,3,agro_pastoral,area,1000.0, ,2013, 
4027,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2012,10,2013,3,agro_pastoral,production,175.0, ,2013, 
4028,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2012,10,2013,3,agro_pastoral,yield,0.175, ,2013, 
4029,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2013,10,2014,3,agro_pastoral,area,1000.0, ,2014, 
4030,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2013,10,2014,3,agro_pastoral,production,240.0, ,2014, 
4031,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2013,10,2014,3,agro_pastoral,yield,0.24, ,2014, 
4033,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2015,10,2016,3,agro_pastoral,area,800.0, ,2016, 
4034,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2015,10,2016,3,agro_pastoral,production,45.0, ,2016, 
4035,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2015,10,2016,3,agro_pastoral,yield,0.05625, ,2016, 
4036,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2016,10,2017,3,agro_pastoral,area,800.0, ,2017, 
4037,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2016,10,2017,3,agro_pastoral,production,80.0, ,2017, 
4038,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2016,10,2017,3,agro_pastoral,yield,0.1, ,2017, 
4039,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2017,10,2018,3,agro_pastoral,area,200.0, ,2018, 
4040,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2017,10,2018,3,agro_pastoral,production,45.0, ,2018, 
4041,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2017,10,2018,3,agro_pastoral,yield,0.225, ,2018, 
4042,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,1996,10,1997,3,none,area,300.0, ,1997, 
4043,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,1996,10,1997,3,none,production,60.0, ,1997, 
4044,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,1996,10,1997,3,none,yield,0.2, ,1997, 
4045,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,1998,10,1999,3,none,area,150.0, ,1999, 
4046,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,1998,10,1999,3,none,production,15.0, ,1999, 
4047,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,1998,10,1999,3,none,yield,0.1, ,1999, 
4048,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,1999,10,2000,3,none,area,100.0, ,2000, 
4049,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,1999,10,2000,3,none,production,100.0, ,2000, 
4050,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,1999,10,2000,3,none,yield,1.0, ,2000, 
4051,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2000,10,2001,3,none,area,1000.0, ,2001, 
4052,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2000,10,2001,3,none,production,300.0, ,2001, 
4053,SO1990A22503,Somalia,SO,Bakool,Tiyeglow,Tiyeglow,Maize,Deyr,2000,10,2001,3,none,yield,0.3, ,2001, 
