,fnid,country,country_code,admin_1,admin_2,name,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,indicator,value,QC_flag,year,minRe
8980,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2008,10,2009,4,none,production,480.0, ,2009, 
8981,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2008,10,2009,4,none,yield,0.3, ,2009, 
8982,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2009,10,2010,4,riverine,area,50.0, ,2010, 
8983,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2009,10,2010,4,riverine,production,15.0, ,2010, 
8984,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2009,10,2010,4,riverine,yield,0.3, ,2010, 
8985,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2010,10,2011,4,riverine,area,500.0, ,2011, 
8986,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2010,10,2011,4,riverine,production,150.0, ,2011, 
8987,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2010,10,2011,4,riverine,yield,0.3, ,2011, 
8988,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2013,10,2014,4,riverine,area,600.0, ,2014, 
8989,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2013,10,2014,4,riverine,production,180.0, ,2014, 
8990,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2013,10,2014,4,riverine,yield,0.3, ,2014, 
8991,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2014,10,2015,4,riverine,area,300.0, ,2015, 
8992,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2014,10,2015,4,riverine,production,30.0, ,2015, 
8993,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2014,10,2015,4,riverine,yield,0.1, ,2015, 
8994,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2017,10,2018,4,riverine,area,720.0, ,2018, 
8995,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2017,10,2018,4,riverine,production,144.0, ,2018, 
8996,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2017,10,2018,4,riverine,yield,0.2, ,2018, 
8997,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2020,10,2021,4,riverine,area,250.0, ,2021, 
8998,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2020,10,2021,4,riverine,production,50.0, ,2021, 
8999,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2020,10,2021,4,riverine,yield,0.2, ,2021, 
9001,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr,2008,10,2009,3,riverine,area,600.0, ,2009, 
9002,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr,2008,10,2009,3,riverine,production,180.0, ,2009, 
9003,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr,2008,10,2009,3,riverine,yield,0.3, ,2009, 
9004,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr,2009,10,2010,3,riverine,area,4000.0, ,2010, 
9005,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr,2009,10,2010,3,riverine,production,30.0, ,2010, 
9006,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr,2009,10,2010,3,riverine,yield,0.0075, ,2010, 
9007,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2009,3,2009,9,none,area,2658.0, ,2009, 
9008,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2009,3,2009,9,none,production,1012.0, ,2009, 
9009,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2009,3,2009,9,none,yield,0.3807373965387509, ,2009, 
9011,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2012,3,2012,9,riverine,area,250.0, ,2012, 
9012,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2012,3,2012,9,riverine,production,75.0, ,2012, 
9013,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2012,3,2012,9,riverine,yield,0.3, ,2012, 
9014,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2013,3,2013,9,riverine,area,4000.0, ,2013, 
9015,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2013,3,2013,9,riverine,production,1000.0, ,2013, 
9016,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2013,3,2013,9,riverine,yield,0.25, ,2013, 
9017,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2014,3,2014,9,riverine,area,4000.0, ,2014, 
9018,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2014,3,2014,9,riverine,production,1246.0, ,2014, 
9019,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2014,3,2014,9,riverine,yield,0.3115, ,2014, 
9020,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2017,3,2017,9,riverine,area,1067.0, ,2017, 
9021,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2017,3,2017,9,riverine,production,149.357593, ,2017, 
9022,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2017,3,2017,9,riverine,yield,0.139979, ,2017, 
9023,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2008,10,2009,4,none,area,6000.0, ,2009, 
9024,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2008,10,2009,4,none,production,1800.0, ,2009, 
9025,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2008,10,2009,4,none,yield,0.3, ,2009, 
9026,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2009,10,2010,4,riverine,area,300.0, ,2010, 
9027,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2009,10,2010,4,riverine,production,75.0, ,2010, 
9028,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2009,10,2010,4,riverine,yield,0.25, ,2010, 
9029,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2010,10,2011,4,riverine,area,6000.0, ,2011, 
9030,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2010,10,2011,4,riverine,production,1800.0, ,2011, 
9031,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2010,10,2011,4,riverine,yield,0.3, ,2011, 
9032,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2013,10,2014,4,riverine,area,4000.0, ,2014, 
9033,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2013,10,2014,4,riverine,production,1200.0, ,2014, 
9034,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2013,10,2014,4,riverine,yield,0.3, ,2014, 
9035,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Maize,Gu,2011,3,2011,8,agro_pastoral,area,2500.0, ,2011, 
9036,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Maize,Gu,2011,3,2011,8,agro_pastoral,production,100.0, ,2011, 
9037,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Maize,Gu,2011,3,2011,8,agro_pastoral,yield,0.04, ,2011, 
9039,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Maize,Gu-off,2006,3,2006,9,none,area,120.0, ,2006, 
9040,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Maize,Gu-off,2006,3,2006,9,none,production,36.0, ,2006, 
9041,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Maize,Gu-off,2006,3,2006,9,none,yield,0.3, ,2006, 
9042,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Gu-off,2018,3,2018,9,agro_pastoral,area,667.0, ,2018, 
9043,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Gu-off,2018,3,2018,9,agro_pastoral,production,6.6, ,2018, 
9044,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Gu-off,2018,3,2018,9,agro_pastoral,yield,0.0098950524737631, ,2018, 
9045,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Gu-off,2009,3,2009,9,none,area,1987.0, ,2009, 
9046,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Gu-off,2009,3,2009,9,none,production,557.0, ,2009, 
9047,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Gu-off,2009,3,2009,9,none,yield,0.2803220936084549, ,2009, 
9050,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2006,3,2006,9,none,area,4500.0, ,2006, 
9051,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2006,3,2006,9,none,production,900.0, ,2006, 
9052,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2006,3,2006,9,none,yield,0.2, ,2006, 
9053,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2020,10,2021,4,agro_pastoral,area,100.0, ,2021, 
9054,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2020,10,2021,4,agro_pastoral,production,30.0, ,2021, 
9055,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2020,10,2021,4,agro_pastoral,yield,0.3, ,2021, 
9056,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2017,10,2018,4,agro_pastoral,area,564.0, ,2018, 
9057,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2017,10,2018,4,agro_pastoral,production,112.8, ,2018, 
9058,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Deyr-off,2017,10,2018,4,agro_pastoral,yield,0.1999999999999999, ,2018, 
9059,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2017,3,2017,9,agro_pastoral,area,133.0, ,2017, 
9060,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2017,3,2017,9,agro_pastoral,production,18.6, ,2017, 
9061,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2017,3,2017,9,agro_pastoral,yield,0.1398496240601504, ,2017, 
9062,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2017,10,2018,4,agro_pastoral,area,338.0, ,2018, 
9063,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2017,10,2018,4,agro_pastoral,production,135.2, ,2018, 
9064,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Deyr-off,2017,10,2018,4,agro_pastoral,yield,0.3999999999999999, ,2018, 
9065,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Maize,Gu-off,2017,3,2017,9,agro_pastoral,area,800.0, ,2017, 
9066,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Maize,Gu-off,2017,3,2017,9,agro_pastoral,production,280.0, ,2017, 
9067,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Maize,Gu-off,2017,3,2017,9,agro_pastoral,yield,0.35, ,2017, 
9068,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Maize,Gu-off,2018,3,2018,9,agro_pastoral,area,2000.0, ,2018, 
9069,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Maize,Gu-off,2018,3,2018,9,agro_pastoral,production,40.0, ,2018, 
9070,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Maize,Gu-off,2018,3,2018,9,agro_pastoral,yield,0.02, ,2018, 
9071,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Maize,Deyr-off,2017,10,2018,4,agro_pastoral,area,470.0, ,2018, 
9072,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Maize,Deyr-off,2017,10,2018,4,agro_pastoral,production,18.8, ,2018, 
9073,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Maize,Deyr-off,2017,10,2018,4,agro_pastoral,yield,0.04, ,2018, 
9076,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Gu-off,2017,3,2017,9,agro_pastoral,area,267.0, ,2017, 
9077,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Gu-off,2017,3,2017,9,agro_pastoral,production,56.07, ,2017, 
9078,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Gu-off,2017,3,2017,9,agro_pastoral,yield,0.21, ,2017, 
9079,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Gu-off,2017,3,2017,9,riverine,area,633.0, ,2017, 
9080,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Gu-off,2017,3,2017,9,riverine,production,132.9, ,2017, 
9081,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Gu-off,2017,3,2017,9,riverine,yield,0.2099526066350711, ,2017, 
9083,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Gu,2003,3,2003,8,none,area,6600.0, ,2003, 
9084,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Gu,2003,3,2003,8,none,production,3300.0, ,2003, 
9085,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Cowpea,Gu,2003,3,2003,8,none,yield,0.5, ,2003, 
9086,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2014,3,2014,9,agro_pastoral,area,5000.0, ,2014, 
9087,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2014,3,2014,9,agro_pastoral,production,1225.0, ,2014, 
9088,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2014,3,2014,9,agro_pastoral,yield,0.245, ,2014, 
9089,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2018,3,2018,9,agro_pastoral,area,5.0, ,2018, 
9090,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2018,3,2018,9,agro_pastoral,production,1.0, ,2018, 
9091,SO1990A22804,Somalia,SO,Lower Juba,Jamaame,Jamaame,Sesame Seed,Gu-off,2018,3,2018,9,agro_pastoral,yield,0.2, ,2018, 
9092,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2013,3,2013,8,agro_pastoral,area,1000.0, ,2013, 
9093,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2013,3,2013,8,agro_pastoral,production,300.0, ,2013, 
9094,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2013,3,2013,8,agro_pastoral,yield,0.3, ,2013, 
9095,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2014,3,2014,8,agro_pastoral,area,5000.0, ,2014, 
9096,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2014,3,2014,8,agro_pastoral,production,100.0, ,2014, 
9097,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2014,3,2014,8,agro_pastoral,yield,0.02, ,2014, 
9098,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2015,3,2015,8,agro_pastoral,area,2500.0, ,2015, 
9099,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2015,3,2015,8,agro_pastoral,production,300.0, ,2015, 
9100,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2015,3,2015,8,agro_pastoral,yield,0.12, ,2015, 
9102,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2018,3,2018,8,agro_pastoral,area,500.0, ,2018, 
9103,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2018,3,2018,8,agro_pastoral,production,350.0, ,2018, 
9104,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2018,3,2018,8,agro_pastoral,yield,0.7, ,2018, 
9105,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,1998,3,1998,8,none,area,22265.0, ,1998, 
9106,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,1998,3,1998,8,none,production,15552.0, ,1998, 
9107,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,1998,3,1998,8,none,yield,0.6984953963620032, ,1998, 
9108,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,1999,3,1999,8,none,area,23500.0, ,1999, 
9109,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,1999,3,1999,8,none,production,22600.0, ,1999, 
9110,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,1999,3,1999,8,none,yield,0.9617021276595744, ,1999, 
9111,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2000,3,2000,8,none,area,29000.0, ,2000, 
9112,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2000,3,2000,8,none,production,29000.0, ,2000, 
9113,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2000,3,2000,8,none,yield,1.0, ,2000, 
9114,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2001,3,2001,8,none,area,29800.0, ,2001, 
9115,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2001,3,2001,8,none,production,26820.0, ,2001, 
9116,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2001,3,2001,8,none,yield,0.9, ,2001, 
9117,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2002,3,2002,8,none,area,38500.0, ,2002, 
9118,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2002,3,2002,8,none,production,38500.0, ,2002, 
9119,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2002,3,2002,8,none,yield,1.0, ,2002, 
9120,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2003,3,2003,8,none,area,43000.0, ,2003, 
9121,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2003,3,2003,8,none,production,40850.0, ,2003, 
9122,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2003,3,2003,8,none,yield,0.95, ,2003, 
9123,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2004,3,2004,8,none,area,28000.0, ,2004, 
9124,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2004,3,2004,8,none,production,21000.0, ,2004, 
9125,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2004,3,2004,8,none,yield,0.75, ,2004, 
9126,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2005,3,2005,8,none,area,15000.0, ,2005, 
9127,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2005,3,2005,8,none,production,12000.0, ,2005, 
9128,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2005,3,2005,8,none,yield,0.8, ,2005, 
9129,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2006,3,2006,8,none,area,18000.0, ,2006, 
9130,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2006,3,2006,8,none,production,14400.0, ,2006, 
9131,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2006,3,2006,8,none,yield,0.8, ,2006, 
9132,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2007,3,2007,8,none,area,10000.0, ,2007, 
9133,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2007,3,2007,8,none,production,8000.0, ,2007, 
9134,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2007,3,2007,8,none,yield,0.8, ,2007, 
9135,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2008,3,2008,8,none,area,11440.0, ,2008, 
9136,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2008,3,2008,8,none,production,9504.0, ,2008, 
9137,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2008,3,2008,8,none,yield,0.8307692307692308, ,2008, 
9138,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2009,3,2009,8,none,area,25000.0, ,2009, 
9139,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2009,3,2009,8,none,production,22500.0, ,2009, 
9140,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2009,3,2009,8,none,yield,0.9, ,2009, 
9141,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2010,3,2010,8,none,area,16500.0, ,2010, 
9142,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2010,3,2010,8,none,production,13200.0, ,2010, 
9143,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2010,3,2010,8,none,yield,0.8, ,2010, 
9144,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2011,3,2011,8,none,area,7120.0, ,2011, 
9145,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2011,3,2011,8,none,production,5200.0, ,2011, 
9146,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Gu,2011,3,2011,8,none,yield,0.7303370786516854, ,2011, 
9147,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,1996,10,1997,3,none,area,19821.7120054, ,1997, 
9148,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,1996,10,1997,3,none,production,11999.99852191, ,1997, 
9149,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,1996,10,1997,3,none,yield,0.605396674043133, ,1997, 
9150,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,1997,10,1998,3,none,area,18900.0, ,1998, 
9151,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,1997,10,1998,3,none,production,13230.0, ,1998, 
9152,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,1997,10,1998,3,none,yield,0.7, ,1998, 
9153,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,1998,10,1999,3,none,area,16000.0, ,1999, 
9154,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,1998,10,1999,3,none,production,15200.0, ,1999, 
9155,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,1998,10,1999,3,none,yield,0.95, ,1999, 
9156,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,1999,10,2000,3,none,area,14400.0, ,2000, 
9157,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,1999,10,2000,3,none,production,14400.0, ,2000, 
9158,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,1999,10,2000,3,none,yield,1.0, ,2000, 
9159,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,2000,10,2001,3,none,area,25500.0, ,2001, 
9160,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,2000,10,2001,3,none,production,25500.0, ,2001, 
9161,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,2000,10,2001,3,none,yield,1.0, ,2001, 
9162,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,2001,10,2002,3,none,area,20000.0, ,2002, 
9163,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,2001,10,2002,3,none,production,14000.0, ,2002, 
9164,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,2001,10,2002,3,none,yield,0.7, ,2002, 
9165,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,2002,10,2003,3,none,area,14200.0, ,2003, 
9166,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,2002,10,2003,3,none,production,7080.0, ,2003, 
9167,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,2002,10,2003,3,none,yield,0.4985915492957746, ,2003, 
9168,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,2003,10,2004,3,none,area,9000.0, ,2004, 
9169,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,2003,10,2004,3,none,production,7200.0, ,2004, 
9170,SO1990A22301,Somalia,SO,Lower Shabelle,Marka,Marka,Maize,Deyr,2003,10,2004,3,none,yield,0.8, ,2004, 
