country,season_name,product,crop_production_system,planting_month,harvest_month,planting_year,harvest_year
Togo,Main,Beans (mixed),All (PS),5,11,0,0
Togo,Main,Cassava,All (PS),5,11,0,0
Togo,Main,Cotton (Unspecified),All (PS),5,11,0,0
Togo,Main,Groundnuts (In Shell),All (PS),5,11,0,0
Togo,Main,Soybean (unspecified),All (PS),5,11,0,0
Togo,Main,Yams,All (PS),5,11,0,0
Malawi,Main,Bambara groundnut,none,11,5,-1,0
Malawi,Main,Banana,none,11,5,-1,0
Malawi,Main,Banana (unspecified),none,11,5,-1,0
Malawi,Main,Bean (Hyacinth),none,11,5,-1,0
Malawi,Main,Beans (Pinto),none,11,5,-1,0
Malawi,Main,Beans (mixed),none,11,5,-1,0
Malawi,Main,Cassava,none,11,5,-1,0
Malawi,Main,Chick Peas,none,11,5,-1,0
Malawi,Main,Field Peas,none,11,5,-1,0
Malawi,Main,Groundnuts (In Shell),none,11,5,-1,0
Malawi,Main,Maize,none,11,5,-1,0
Malawi,Main,Maize Grain (White),none,11,5,-1,0
Malawi,Main,Millet,none,11,5,-1,0
Malawi,Main,Millet (Finger),none,11,5,-1,0
Malawi,Main,Millet (Pearl),none,11,5,-1,0
Malawi,Main,Pigeon Peas,none,11,5,-1,0
Malawi,Main,Potato (Irish),none,11,5,-1,0
Malawi,Main,Rice (Paddy),none,11,5,-1,0
Malawi,Main,Sesame Seed,none,11,5,-1,0
Malawi,Main,Sorghum,none,11,5,-1,0
Malawi,Main,Soybean (unspecified),none,11,5,-1,0
Malawi,Main,Soybean,none,11,5,-1,0
Malawi,Main,Sunflower Seed,none,11,5,-1,0
Malawi,Main,Sweet Potatoes,none,11,5,-1,0
Malawi,Main,Velvet bean,none,11,5,-1,0
Malawi,Winter,Beans (mixed),none,3,8,0,0
Malawi,Winter,Cowpeas (Mixed),none,3,8,0,0
Malawi,Winter,Field Peas,none,3,8,0,0
Malawi,Winter,Pigeon Peas,none,3,8,0,0
Malawi,Winter,Potato (Irish),none,3,8,0,0
Malawi,Winter,Sweet Potatoes,none,3,8,0,0
Malawi,Winter,Wheat Grain,none,3,8,0,0
Malawi,Winter,Wheat,none,3,8,0,0
Malawi,Main,Pigeon pea (Unspecified),none,11,5,-1,0
Malawi,Winter,Beans (Pinto),none,3,8,0,0
Malawi,Main,Tangerine,none,11,5,-1,0
Malawi,Main,Chili pepper (Unspecified),none,11,5,-1,0
Malawi,Main,Coffee (Unspecified),none,11,5,-1,0
Malawi,Main,Cotton (Unspecified),none,11,5,-1,0
Malawi,Main,Tobacco (Burley),none,11,5,-1,0
Malawi,Main,Coffee,none,11,5,-1,0
Malawi,Main,Cotton,none,11,5,-1,0
Malawi,Main,Tobacco,none,11,5,-1,0
Mauritania,Walo,Maize,flood recessional,11,4,0,0
Mauritania,Walo,Maize,none,11,4,0,0
Mauritania,Walo,Maize,parastatal recessional,11,4,0,0
Mauritania,Walo,Rice,flood recessional,11,4,0,0
Mauritania,Walo,Sorghum,flood recessional,11,4,0,0
Mauritania,Walo,Sorghum,none,11,4,0,0
Mauritania,Walo,Sorghum,parastatal recessional,11,4,0,0
Mauritania,Bas-fond,Sorghum,surface water,10,3,0,0
Mauritania,Bas-fond,Wheat,surface water,10,3,0,0
Mauritania,Cold off-season,Wheat,irrigated,11,2,0,0
Mauritania,Dam retention,Maize,dam irrigation,10,3,0,0
Mauritania,Dam retention,Rice,dam irrigation,10,3,0,0
Mauritania,Dam retention,Sorghum,dam irrigation,10,3,0,0
Mauritania,Dam retention,Wheat,dam irrigation,10,3,0,0
Mauritania,Hot off-season,Rice,irrigated,3,6,0,0
Mauritania,Main,Maize,dieri,6,11,0,0
Mauritania,Main,Maize,irrigated,6,11,0,0
Mauritania,Main,Millet,dieri,6,11,0,0
Mauritania,Main,Rice,irrigated,6,11,0,0
Mauritania,Main,Sorghum,dieri,6,11,0,0
Mauritania,Main,Sorghum,irrigated,6,11,0,0
Mauritania,Annual,Cowpeas,none,6,5,0,0
Mauritania,Annual,Groundnut,none,6,5,0,0
Mauritania,Annual,Maize,none,6,5,0,0
Mauritania,Annual,Millet,none,6,5,0,0
Mauritania,Annual,Sorghum,none,6,5,0,0
Mauritania,Bas-fond,Maize,surface water,10,3,0,0
Mauritania,Bas-fond,Rice,surface water,10,3,0,0
Mozambique,Annual,Cashew (unshelled),All (PS),10,6,-1,0
Mozambique,Annual,Cassava,All (PS),10,6,-1,0
Mozambique,Annual,Other root/tuber vegetable (unspecified),All (PS),10,6,-1,0
Mozambique,Annual,Tea leaves (Mixed),All (PS),10,6,-1,0
Mozambique,Cotton season,Cotton (Unspecified),All (PS),10,6,-1,0
Mozambique,Main,Bambara groundnut,All (PS),10,6,-1,0
Mozambique,Main,Beans (Lima),All (PS),10,6,-1,0
Mozambique,Main,Beans (Rosecoco),All (PS),10,6,-1,0
Mozambique,Main,Beans (mixed),All (PS),10,6,-1,0
Mozambique,Main,Cassava,All (PS),10,6,-1,0
Mozambique,Main,Cowpea (unspecified),All (PS),10,6,-1,0
Mozambique,Main,Ginger,All (PS),10,6,-1,0
Mozambique,Main,Green bean,All (PS),10,6,-1,0
Mozambique,Main,Groundnuts (In Shell),All (PS),10,6,-1,0
Mozambique,Main,"Groundnuts (In Shell, Large)",All (PS),10,6,-1,0
Mozambique,Main,"Groundnuts (In Shell, Small)",All (PS),10,6,-1,0
Mozambique,Main,Maize Grain (White),All (PS),10,6,-1,0
Mozambique,Main,Millet,All (PS),10,6,-1,0
Mozambique,Main,Paprika (unspecified),All (PS),10,6,-1,0
Mozambique,Main,Pepper (Piper spp.),All (PS),10,6,-1,0
Mozambique,Main,Pigeon pea (Unspecified),All (PS),10,6,-1,0
Mozambique,Main,Sesame Seed,All (PS),10,6,-1,0
Mozambique,Main,Sorghum,All (PS),10,6,-1,0
Mozambique,Main,Soybean (unspecified),All (PS),10,6,-1,0
Mozambique,Main,Spanish peanut,All (PS),10,6,-1,0
Mozambique,Main,Sugarcane,All (PS),10,6,-1,0
Mozambique,Main,Sunflower Seed,All (PS),10,6,-1,0
Mozambique,Main,Sweet Potatoes,All (PS),10,6,-1,0
Mozambique,Main,Sweet Potatoes (Non-Orange),All (PS),10,6,-1,0
Mozambique,Main,Sweet Potatoes (Orange),All (PS),10,6,-1,0
Mozambique,Main,Tobacco (unspecified),All (PS),10,6,-1,0
Mozambique,Main,Virginia peanut,All (PS),10,6,-1,0
Mozambique,Main,Wheat,All (PS),10,6,-1,0
Mozambique,Rice season,Rice,All (PS),10,6,-1,0
South Sudan,Main,Cotton (Acala),irrigated,6,11,-1,0
South Sudan,Main,Cotton (American),traditional_rainfed,6,11,-1,0
South Sudan,Main,Groundnuts (In Shell),traditional_rainfed,6,11,-1,0
South Sudan,Main,Millet,mechanized_rainfed,6,11,-1,0
South Sudan,Main,Millet,traditional_rainfed,6,11,-1,0
South Sudan,Main,Sesame Seed,irrigated,6,11,-1,0
South Sudan,Main,Sesame Seed,mechanized_rainfed,6,11,-1,0
South Sudan,Main,Sesame Seed,traditional_rainfed,6,11,-1,0
South Sudan,Main,Sorghum,irrigated,6,11,-1,0
South Sudan,Main,Sorghum,mechanized_rainfed,6,11,-1,0
South Sudan,Main,Sorghum,traditional_rainfed,6,11,-1,0
South Sudan,Main,Sunflower Seed,traditional_rainfed,6,11,-1,0
South Sudan,Main harvest,Cereal Crops (Mixed),none,10,1,0,0
Sudan,Main,Cotton (Acala),irrigated,6,11,-1,0
Sudan,Main,Cotton (American),traditional_rainfed,6,11,-1,0
Sudan,Main,Cotton (Egyptian),irrigated,6,11,-1,0
Sudan,Main,Groundnuts (In Shell),irrigated,6,11,-1,0
Sudan,Main,Groundnuts (In Shell),mechanized_rainfed,6,11,-1,0
Sudan,Main,Groundnuts (In Shell),traditional_rainfed,6,11,-1,0
Sudan,Main,Millet,irrigated,6,11,-1,0
Sudan,Main,Millet,mechanized_rainfed,6,11,-1,0
Sudan,Main,Millet,none,6,11,-1,0
Sudan,Main,Millet,traditional_rainfed,6,11,-1,0
Sudan,Main,Pigeon Peas,irrigated,6,11,-1,0
Sudan,Main,Sesame Seed,irrigated,6,11,-1,0
Sudan,Main,Sesame Seed,mechanized_rainfed,6,11,-1,0
Sudan,Main,Sesame Seed,traditional_rainfed,6,11,-1,0
Sudan,Main,Sorghum,irrigated,6,11,-1,0
Sudan,Main,Sorghum,mechanized_rainfed,6,11,-1,0
Sudan,Main,Sorghum,none,6,11,-1,0
Sudan,Main,Sorghum,traditional_rainfed,6,11,-1,0
Sudan,Main,Sunflower Seed,irrigated,6,11,-1,0
Sudan,Main,Sunflower Seed,mechanized_rainfed,6,11,-1,0
Sudan,Main,Sunflower Seed,traditional_rainfed,6,11,-1,0
Sudan,Main,Wheat,irrigated,6,11,-1,0
Sudan,Main,Wheat,traditional_rainfed,6,11,-1,0
Sudan,Winter,Wheat,irrigated,11,4,-1,0
